# index, _pos
524,"array([3.62295476, 1.86084473])"
525,"array([3.43350002, 1.52396076])"
526,"array([3.1238043 , 2.01807425])"
527,"array([3.71634597, 1.76828593])"
528,"array([3.58867213, 2.45749811])"
529,"array([4.10264026, 2.02420775])"
530,"array([2.26021208, 0.56051024])"
531,"array([2.31504676, 0.51314166])"
532,"array([3.17102403, 1.75794517])"
533,"array([2.31365222, 3.34680222])"
534,"array([2.30196537, 3.27458962])"
535,"array([2.24233468, 3.35256659])"
536,"array([3.13427835, 2.32863257])"
537,"array([3.01382604, 2.46470402])"
538,"array([4.16711393, 2.02245515])"
539,"array([3.08751281, 1.98145581])"
540,"array([3.87622477, 1.3842325 ])"
541,"array([3.74008036, 1.61134666])"
542,"array([3.74637294, 1.97206055])"
543,"array([3.32268532, 1.98786781])"
544,"array([3.80819837, 1.96800407])"
545,"array([3.80024156, 1.9085958 ])"
546,"array([3.60850566, 1.62621764])"
547,"array([3.83410814, 2.48775115])"
548,"array([3.98613806, 1.67413138])"
549,"array([4.05491779, 1.92867889])"
550,"array([4.25734668, 1.92081923])"
551,"array([3.56803112, 2.40274968])"
552,"array([3.51561651, 2.49381697])"
553,"array([3.40042735, 2.4988641 ])"
554,"array([3.20775802, 2.03206172])"
555,"array([5.03618393, 0.72487627])"
556,"array([4.99358546, 0.67376056])"
557,"array([3.42511114, 1.95932314])"
558,"array([3.8424289 , 2.14959215])"
559,"array([2.94994786, 1.97797157])"
560,"array([3.87752651, 1.69192438])"
561,"array([3.67101491, 2.17521639])"
562,"array([3.6140881 , 2.06137378])"
563,"array([3.70117558, 1.5320105 ])"
564,"array([2.96182901, 2.12396376])"
565,"array([3.44676961, 1.62344783])"
566,"array([3.95229381, 2.29674031])"
567,"array([3.05969401, 2.1633754 ])"
568,"array([2.86847985, 2.18741405])"
569,"array([3.448716  , 1.48467645])"
570,"array([3.25539536, 2.24980211])"
571,"array([3.38584268, 2.35912154])"
572,"array([3.08851522, 1.68072335])"
573,"array([4.0399641 , 2.13116365])"
574,"array([3.41921915, 2.29850225])"
575,"array([3.53959897, 1.53873008])"
576,"array([3.47844865, 1.99613126])"
577,"array([3.43182747, 2.22818027])"
578,"array([4.13543415, 1.93737947])"
579,"array([3.5611445 , 1.46197938])"
580,"array([3.90277109, 1.85728387])"
581,"array([3.51502679, 1.21407316])"
582,"array([3.47287101, 1.09800254])"
583,"array([3.86117159, 1.85105699])"
584,"array([3.3797789 , 1.76751724])"
585,"array([3.51092533, 1.51781912])"
586,"array([3.21177058, 1.70413143])"
587,"array([3.23674877, 1.69001566])"
588,"array([3.22799483, 1.73878128])"
589,"array([3.27297248, 1.69231925])"
590,"array([3.33571921, 1.66862447])"
591,"array([3.23629484, 1.79872808])"
592,"array([3.2410728, 1.7669984])"
593,"array([3.34266575, 1.62432515])"
594,"array([3.21761373, 1.66233594])"
595,"array([3.27778678, 1.6128673 ])"
596,"array([3.2529577, 1.7189296])"
597,"array([3.34823538, 1.59168991])"
598,"array([3.19455132, 1.7373184 ])"
599,"array([3.2690387, 1.7800994])"
600,"array([3.3035722 , 1.67344039])"
601,"array([3.2955828 , 1.71515112])"
602,"array([3.27537822, 1.74441134])"
603,"array([3.30714477, 1.60218764])"
604,"array([3.18089506, 2.32977768])"
605,"array([3.08644384, 2.41539291])"
606,"array([3.70782575, 1.32280116])"
607,"array([3.77368658, 1.2993773 ])"
608,"array([3.53787037, 2.4453246 ])"
609,"array([3.66553027, 2.3608022 ])"
610,"array([3.69956455, 2.36508423])"
611,"array([3.46990147, 1.21933359])"
612,"array([3.89707035, 2.19177814])"
613,"array([3.80759451, 1.6302514 ])"
614,"array([3.52309139, 2.36983781])"
615,"array([4.01787086, 2.05889912])"
616,"array([4.197406  , 2.13474883])"
617,"array([3.40988247, 2.12845774])"
618,"array([3.39103015, 2.42617542])"
619,"array([4.0721719 , 1.47061209])"
620,"array([4.01991811, 1.70692135])"
621,"array([3.62399067, 0.02504708])"
622,"array([3.55724748, 0.02425142])"
623,"array([3.89014515, 1.76620842])"
624,"array([3.47889098, 2.15386391])"
625,"array([3.85852738, 1.63071923])"
626,"array([3.68762965, 1.68063081])"
627,"array([3.63280986, 2.35994667])"
628,"array([3.60071063, 2.41348824])"
629,"array([4.00501254, 2.16822599])"
630,"array([2.92925484, 2.22082372])"
631,"array([3.9236361 , 1.81904105])"
632,"array([1.76415076, 2.36948125])"
633,"array([1.75263862, 2.29793486])"
634,"array([1.6940719 , 2.38016676])"
635,"array([3.1830442 , 2.29256957])"
636,"array([2.99273646, 2.52843407])"
637,"array([3.84017877, 2.20706645])"
638,"array([3.88796369, 2.45995416])"
639,"array([3.82956295, 2.17944646])"
640,"array([3.89481519, 1.72323377])"
641,"array([4.01952632, 1.94872162])"
642,"array([3.76707327, 1.34556504])"
643,"array([3.04276126, 2.32011894])"
644,"array([2.85468369, 2.38880648])"
645,"array([3.20979085, 2.37511147])"
