# index, _pos
253,"array([-0.08390142,  5.47190003])"
254,"array([-0.10482462,  5.24106213])"
255,"array([-0.10388495,  5.18883251])"
256,"array([0.01219324, 5.50186762])"
257,"array([0.06423898, 4.94682465])"
258,"array([-0.10682709,  5.48197843])"
259,"array([-0.22895118,  5.39740442])"
260,"array([-0.14261378,  5.12201293])"
261,"array([-0.1520466 ,  5.45629693])"
262,"array([0.28548078, 5.07625613])"
263,"array([-0.25852949,  5.07176854])"
264,"array([-0.20874115,  4.97920146])"
265,"array([-0.21572879,  5.25676131])"
266,"array([-0.05955978,  5.42451816])"
267,"array([-0.08736533,  5.15230431])"
268,"array([0.05638678, 5.37182604])"
269,"array([0.18760735, 5.36240113])"
270,"array([-0.25581977,  5.26052049])"
271,"array([-0.07550818,  5.3299504 ])"
272,"array([0.22430222, 5.33948239])"
273,"array([0.04181825, 5.39193997])"
274,"array([-0.21970896,  5.31928158])"
275,"array([-0.2086235 ,  5.18901754])"
276,"array([-0.21319488,  5.1022391 ])"
277,"array([-0.2729971 ,  5.00207382])"
278,"array([-0.07790261,  4.93278993])"
279,"array([-0.01637395,  5.44840426])"
280,"array([0.07600589, 5.48330494])"
281,"array([-0.21953342,  5.11584776])"
282,"array([-0.12968326,  5.18600833])"
283,"array([-0.11719469,  5.11207673])"
284,"array([-0.16385861,  5.11029084])"
285,"array([-0.06162326,  5.37175255])"
286,"array([-0.15121084,  5.06352184])"
287,"array([-0.10135526,  5.12193288])"
288,"array([-0.11405967,  5.08982492])"
289,"array([-0.16633886,  4.94011415])"
290,"array([-0.15433048,  4.99749336])"
291,"array([-0.18694083,  5.07589942])"
292,"array([-0.05913233,  4.97814058])"
293,"array([-1.06180771e-03,  4.87642082e+00])"
294,"array([0.12913759, 4.88160378])"
295,"array([0.27090974, 5.09519486])"
296,"array([0.12011158, 5.0201137 ])"
297,"array([0.05740701, 5.07458713])"
298,"array([0.13126365, 5.0394315 ])"
299,"array([0.07325048, 4.93194784])"
300,"array([0.24845204, 5.14405338])"
301,"array([0.03986225, 4.90612651])"
302,"array([-0.03261706,  4.86829532])"
303,"array([0.02619776, 4.84573575])"
304,"array([0.17200575, 5.02513452])"
305,"array([0.07920217, 5.08659386])"
306,"array([0.26133759, 5.11284753])"
307,"array([0.19317998, 4.80598173])"
308,"array([-0.01817593,  5.18206833])"
309,"array([0.17480683, 5.15464899])"
310,"array([0.33259809, 5.041006  ])"
311,"array([0.25065867, 5.09820571])"
312,"array([0.31048774, 4.97980546])"
313,"array([0.14921871, 4.95163259])"
314,"array([0.21620357, 5.08218327])"
315,"array([0.0440183 , 4.98808921])"
316,"array([0.26475119, 5.14145867])"
317,"array([0.13899552, 5.09548249])"
318,"array([0.25474733, 5.08161346])"
319,"array([0.28390437, 5.10861253])"
320,"array([0.21644918, 5.04553397])"
321,"array([0.35241329, 4.98999491])"
322,"array([-4.73409628e-03,  5.06411838e+00])"
323,"array([0.25269448, 5.24400606])"
324,"array([0.17515949, 5.09769642])"
325,"array([0.25098914, 5.12966735])"
326,"array([0.17718697, 5.18004923])"
327,"array([0.29868888, 5.14965918])"
328,"array([0.17696076, 4.83081605])"
329,"array([0.40266924, 4.85806177])"
330,"array([0.07060687, 5.12981875])"
331,"array([0.06367418, 5.11376578])"
332,"array([0.17992838, 5.23949591])"
333,"array([0.10960999, 4.92571088])"
334,"array([0.46798592, 4.8932319 ])"
335,"array([0.28106267, 5.00343671])"
336,"array([0.3029135 , 5.11613603])"
337,"array([0.10836304, 4.95333499])"
338,"array([0.18250173, 4.93281116])"
339,"array([0.26669256, 4.91135842])"
340,"array([0.32260652, 5.05630373])"
341,"array([0.25348309, 4.97443692])"
342,"array([0.09861731, 4.84253467])"
343,"array([0.28717916, 5.04648939])"
344,"array([0.10853768, 4.96987485])"
345,"array([0.11786704, 4.84862268])"
346,"array([0.3185922 , 5.12614897])"
347,"array([0.35243202, 5.10243806])"
348,"array([0.18836342, 4.997899  ])"
349,"array([0.4136445 , 4.83505076])"
350,"array([0.44806146, 4.93970066])"
351,"array([0.24246116, 5.11518069])"
352,"array([0.16585156, 4.98825385])"
353,"array([0.26115832, 4.82596701])"
354,"array([0.32428916, 5.16521892])"
355,"array([0.24063588, 4.82145749])"
356,"array([0.27123171, 4.89084286])"
357,"array([0.2265982 , 4.84854991])"
358,"array([0.24109869, 5.01413196])"
359,"array([0.30465771, 4.93658764])"
360,"array([0.28876354, 4.81827395])"
361,"array([0.17184602, 4.87363449])"
362,"array([0.25053834, 4.99929081])"
363,"array([0.18354014, 4.88966487])"
364,"array([0.24711467, 4.88935574])"
365,"array([0.00749341, 5.07779177])"
366,"array([0.25269465, 5.041547  ])"
367,"array([0.20877435, 4.8613909 ])"
368,"array([0.06280334, 5.05289543])"
369,"array([0.28706308, 4.90885637])"
370,"array([0.307604  , 4.78929252])"
371,"array([0.11828831, 4.93991694])"
372,"array([0.16503386, 5.06840268])"
373,"array([0.02981123, 4.99868411])"
374,"array([0.09212571, 4.97229522])"
375,"array([0.30320127, 4.95772643])"
376,"array([0.32553914, 4.95765911])"
377,"array([0.15393673, 4.91492415])"
378,"array([0.41112908, 4.90701996])"
379,"array([0.26809463, 5.07250347])"
380,"array([0.36602074, 4.87693525])"
381,"array([0.33949816, 4.80694037])"
382,"array([0.2153951 , 4.95760725])"
383,"array([0.4195748 , 4.93051965])"
384,"array([0.28905733, 5.13143717])"
385,"array([0.15315964, 5.00434008])"
386,"array([0.22752943, 4.77124667])"
387,"array([0.06074016, 5.01254481])"
388,"array([0.24744736, 5.18649539])"
389,"array([0.36247849, 4.97022479])"
390,"array([0.25526419, 4.8695761 ])"
391,"array([0.18986878, 5.03110087])"
392,"array([0.16782264, 4.81399824])"
393,"array([0.07984349, 5.10447444])"
394,"array([0.29831726, 5.09259993])"
395,"array([0.3747097 , 4.99612576])"
396,"array([0.3849908 , 4.83159748])"
397,"array([0.36652363, 5.12457201])"
398,"array([0.34788882, 4.95607343])"
399,"array([0.28383635, 4.95434802])"
400,"array([0.200155  , 4.93808715])"
401,"array([0.39958713, 5.09246973])"
402,"array([0.30244439, 5.01032015])"
403,"array([0.37804972, 5.08783629])"
404,"array([0.39890379, 5.17207849])"
405,"array([0.26897902, 4.80733636])"
406,"array([0.1132789 , 5.09214286])"
407,"array([0.38433775, 4.97653097])"
408,"array([0.43504016, 4.9087854 ])"
409,"array([0.07689197, 4.9582887 ])"
410,"array([0.2443024 , 4.79670566])"
411,"array([0.3048622 , 5.03871073])"
412,"array([0.3123445, 5.0801892])"
413,"array([0.30094302, 5.06518056])"
414,"array([0.21463966, 4.97869713])"
415,"array([0.22217755, 4.88897622])"
416,"array([0.19594076, 4.83103476])"
417,"array([0.14574895, 4.85216789])"
418,"array([0.21470696, 4.83257646])"
419,"array([0.28462991, 4.93040876])"
420,"array([0.44558556, 4.97161714])"
