# index, _pos
663,"array([4.50761639, 6.64180629])"
664,"array([4.49425218, 6.54242436])"
665,"array([4.46683552, 6.57378069])"
666,"array([4.37191596, 6.41872207])"
667,"array([4.37324976, 6.61239476])"
668,"array([4.42153121, 6.67399561])"
669,"array([4.73091755, 6.67881539])"
670,"array([4.93645471, 6.17421304])"
671,"array([4.95228133, 6.24436282])"
672,"array([4.98074898, 6.14329272])"
673,"array([5.01619405, 5.99408846])"
674,"array([4.74537824, 6.04415693])"
675,"array([4.8175086 , 5.89668238])"
676,"array([4.79710148, 5.86923106])"
677,"array([4.84203276, 6.04729961])"
678,"array([4.95054609, 5.87189416])"
679,"array([4.75313064, 6.30942365])"
680,"array([4.72404627, 6.16372115])"
681,"array([4.84570532, 6.19474845])"
682,"array([5.24958685, 5.9889751 ])"
683,"array([5.12360591, 5.96053922])"
684,"array([5.15093982, 5.92663955])"
685,"array([5.28311325, 6.05331201])"
686,"array([4.77661923, 6.16917655])"
687,"array([4.63176853, 6.30934224])"
688,"array([4.67504072, 6.44443362])"
