# index, _pos
381,"array([3.43231178, 5.01368684])"
382,"array([3.4055774 , 5.02822604])"
383,"array([3.35510623, 5.00887797])"
384,"array([3.46576313, 5.02672677])"
385,"array([3.45207484, 4.98489426])"
386,"array([3.5452301 , 4.58073032])"
387,"array([3.81117142, 4.3258282 ])"
388,"array([3.81002287, 4.41897464])"
389,"array([3.44592153, 4.35455652])"
390,"array([3.49146293, 4.13449467])"
391,"array([3.32734455, 4.31742012])"
392,"array([3.40483795, 4.26713779])"
393,"array([3.62208769, 4.31783072])"
394,"array([3.38201943, 4.36634642])"
395,"array([3.4333357 , 4.15779061])"
396,"array([3.54561692, 4.15300916])"
397,"array([3.62711686, 4.38254456])"
398,"array([3.46691002, 4.47646262])"
399,"array([3.3553098, 4.4632786])"
400,"array([3.47227121, 4.233825  ])"
401,"array([3.59890884, 4.27323011])"
402,"array([3.46297045, 4.29828344])"
403,"array([3.53457414, 4.3912382 ])"
404,"array([3.35361427, 4.24836183])"
405,"array([3.47243133, 4.11170624])"
406,"array([3.48519056, 4.30659442])"
407,"array([3.43636656, 4.22086443])"
408,"array([3.58265213, 4.38212944])"
409,"array([3.59573053, 4.30070179])"
410,"array([3.40037231, 4.22015531])"
411,"array([3.57822771, 4.15906914])"
412,"array([3.5842616 , 4.06742003])"
413,"array([3.54581254, 4.06268445])"
414,"array([3.59895548, 4.11350836])"
415,"array([3.65411893, 4.24139493])"
416,"array([3.50531345, 4.06429139])"
417,"array([3.82364166, 4.71427211])"
418,"array([3.42129045, 4.41610018])"
419,"array([3.14581999, 4.31974549])"
420,"array([3.27187404, 4.25607639])"
421,"array([3.77801453, 4.76263059])"
422,"array([3.28504648, 4.78057806])"
423,"array([3.51177047, 4.49482087])"
424,"array([3.60266462, 4.58332909])"
425,"array([3.67924879, 4.48583655])"
426,"array([3.53325565, 4.29510992])"
427,"array([3.56328208, 4.29611043])"
428,"array([3.29429718, 4.76116459])"
429,"array([3.35130744, 4.50117734])"
430,"array([3.47346273, 4.71606763])"
431,"array([3.38984976, 4.43288321])"
432,"array([3.47119124, 4.36591426])"
433,"array([3.28618005, 4.47646445])"
434,"array([3.28641194, 4.49762755])"
435,"array([3.44331098, 4.67857213])"
436,"array([3.30722703, 4.25339533])"
437,"array([3.46626742, 4.60134517])"
438,"array([3.06122377, 4.2283374 ])"
439,"array([3.00440135, 4.29457539])"
440,"array([3.03939982, 4.28192438])"
441,"array([3.00873996, 4.33374644])"
442,"array([3.02635977, 4.24637251])"
443,"array([3.27817074, 4.29528303])"
444,"array([3.12568108, 4.59283286])"
445,"array([3.23983826, 4.62784453])"
446,"array([3.23193873, 4.32678964])"
447,"array([3.34709587, 4.29058451])"
448,"array([3.35704027, 4.31342406])"
449,"array([3.38739701, 4.39016675])"
450,"array([3.43451079, 4.31163347])"
451,"array([3.54094833, 4.55538292])"
452,"array([3.36118141, 4.69510053])"
453,"array([3.43666073, 4.78117779])"
454,"array([3.34538548, 4.86357903])"
455,"array([3.64676539, 4.32727024])"
456,"array([3.49971747, 4.24218469])"
457,"array([3.52659329, 4.60150128])"
458,"array([3.29855163, 4.5282379 ])"
459,"array([3.39010903, 4.5665064 ])"
460,"array([3.4133679 , 4.50572331])"
461,"array([3.46005021, 4.32444467])"
462,"array([3.40800628, 4.38027092])"
463,"array([3.66457597, 4.42775291])"
464,"array([3.30701979, 4.29933781])"
465,"array([3.46911865, 4.53155372])"
466,"array([3.68580733, 4.34974119])"
467,"array([3.81654367, 4.75096701])"
468,"array([3.41109922, 4.33045566])"
469,"array([3.48688236, 4.26954195])"
470,"array([3.46119296, 4.26978894])"
471,"array([3.03291269, 4.626096  ])"
472,"array([3.21055063, 4.59664311])"
473,"array([3.75818868, 4.71422656])"
474,"array([3.56156944, 4.37859435])"
475,"array([3.33341092, 4.38429501])"
476,"array([3.1787995 , 4.90661688])"
477,"array([3.21598679, 4.79859405])"
478,"array([3.12105319, 4.88037415])"
479,"array([3.16352441, 4.86472809])"
480,"array([3.65188448, 4.54869622])"
481,"array([3.37320945, 4.5018213 ])"
482,"array([3.62875891, 4.28948171])"
483,"array([3.72104661, 4.20890523])"
484,"array([3.14678591, 4.81437904])"
485,"array([3.57805267, 4.45931368])"
486,"array([3.4250413 , 4.24572077])"
487,"array([3.36463745, 4.19104195])"
488,"array([3.55044165, 4.41757713])"
489,"array([3.50103268, 4.65655403])"
490,"array([3.30647074, 4.42469821])"
491,"array([3.1170024 , 4.15788207])"
492,"array([3.03437531, 4.12566549])"
493,"array([3.06834609, 4.08687218])"
494,"array([3.25651263, 4.74709489])"
495,"array([3.28165749, 4.74021781])"
496,"array([3.27689453, 4.83081072])"
497,"array([3.29780109, 4.8540299 ])"
498,"array([3.30704519, 4.78990816])"
499,"array([3.50475599, 4.63242311])"
500,"array([3.18293435, 4.70089555])"
501,"array([3.14803806, 4.72861265])"
502,"array([3.68235679, 4.25483765])"
503,"array([3.46820416, 4.62323375])"
504,"array([3.63405756, 4.58732173])"
505,"array([3.98416985, 3.15557375])"
506,"array([3.98376461, 3.10303205])"
507,"array([4.03825836, 3.15888918])"
508,"array([3.51859425, 4.54407926])"
509,"array([3.61625048, 4.56540595])"
510,"array([3.41347398, 4.76870387])"
511,"array([3.25401219, 4.94525535])"
512,"array([3.45933904, 4.73302604])"
513,"array([3.64476977, 4.72039371])"
514,"array([3.3228681, 4.8403558])"
515,"array([3.59874231, 4.44755875])"
516,"array([3.63531111, 4.43581439])"
517,"array([3.70973404, 4.34778643])"
518,"array([3.52534164, 4.1066191 ])"
519,"array([3.24097236, 4.40447167])"
520,"array([3.27608582, 3.87925384])"
521,"array([3.30926007, 4.03107355])"
522,"array([3.25586056, 3.80559763])"
523,"array([3.212374  , 3.81985672])"
524,"array([3.40075762, 4.45697354])"
525,"array([3.17803919, 4.11034889])"
526,"array([3.16238301, 4.02455836])"
527,"array([3.11740308, 4.04987826])"
528,"array([3.11088227, 4.6217284 ])"
529,"array([3.59908111, 4.52938856])"
530,"array([3.74959206, 4.46488403])"
531,"array([3.78371211, 4.53166339])"
532,"array([3.56492645, 4.34310321])"
533,"array([3.46584536, 4.21065237])"
534,"array([3.61202623, 4.1523018 ])"
535,"array([3.68083947, 4.18428053])"
536,"array([3.65810405, 4.14457437])"
537,"array([3.35671822, 4.78671516])"
538,"array([3.18263374, 4.73621066])"
539,"array([3.59631167, 4.24684627])"
540,"array([3.24780934, 4.3566609 ])"
541,"array([3.23579293, 4.49453484])"
542,"array([3.6192899 , 4.50672368])"
543,"array([3.72795914, 4.49822208])"
544,"array([3.4342832 , 4.33415165])"
545,"array([3.54897646, 4.51816758])"
546,"array([3.23147039, 4.26105235])"
547,"array([3.08252909, 4.77533654])"
548,"array([3.23491715, 4.70537309])"
549,"array([2.99900686, 4.43454193])"
550,"array([3.29120642, 4.35607001])"
551,"array([3.21559305, 4.40583253])"
552,"array([3.40981402, 4.29453262])"
553,"array([3.51108276, 4.43909071])"
554,"array([2.87310006, 4.41622088])"
555,"array([3.09214949, 4.83729305])"
556,"array([3.37591415, 4.26478386])"
557,"array([3.29879113, 4.1624086 ])"
558,"array([3.59580637, 4.7854402 ])"
559,"array([3.24568628, 4.47437116])"
560,"array([3.15107905, 4.4749186 ])"
561,"array([3.07725692, 4.58406844])"
562,"array([3.15449473, 4.49911679])"
563,"array([3.81510205, 6.0418803 ])"
564,"array([3.76670417, 6.05210392])"
565,"array([3.1811621 , 4.45534644])"
566,"array([3.18169806, 4.47980478])"
567,"array([3.13563585, 4.38138445])"
568,"array([3.54441385, 4.18545872])"
569,"array([3.77713633, 4.64201614])"
570,"array([3.35092913, 4.39390424])"
571,"array([3.15412826, 4.44791429])"
572,"array([3.63288724, 4.67327513])"
573,"array([3.58815291, 4.73144457])"
574,"array([3.91786131, 4.59667399])"
575,"array([3.51418722, 4.36222283])"
576,"array([3.46170395, 4.76520439])"
577,"array([3.73336451, 4.58570328])"
578,"array([3.2944972 , 4.40893274])"
579,"array([3.57740379, 4.5157257 ])"
580,"array([3.18247662, 4.39658508])"
581,"array([3.50008004, 3.98222577])"
582,"array([3.48638694, 4.60448318])"
583,"array([3.64893476, 4.56840062])"
584,"array([3.70306314, 4.51232217])"
585,"array([3.42643898, 4.62008911])"
586,"array([3.32730177, 4.55541576])"
587,"array([3.1782403 , 4.14287864])"
588,"array([3.67889476, 4.28930772])"
589,"array([3.75871072, 4.16261418])"
590,"array([3.69740829, 4.12557216])"
591,"array([3.55970347, 4.21407255])"
592,"array([3.8639474 , 4.53322105])"
593,"array([3.5421747 , 3.98908871])"
594,"array([3.07942819, 4.35148684])"
595,"array([3.59596316, 4.21537279])"
596,"array([3.58104247, 4.64557653])"
597,"array([4.80275973, 3.78885243])"
598,"array([4.82686717, 3.83697512])"
599,"array([3.78138592, 4.57522374])"
600,"array([3.42936673, 4.52505262])"
601,"array([3.48533373, 4.43866302])"
602,"array([3.62491319, 4.21177951])"
603,"array([3.62691655, 4.34507826])"
604,"array([3.50930881, 4.30257644])"
605,"array([3.67392006, 4.50928943])"
606,"array([3.21746875, 4.7536396 ])"
607,"array([3.10791066, 4.33724067])"
608,"array([3.74958684, 4.77945747])"
609,"array([4.84579126, 5.23817291])"
610,"array([4.82295906, 5.28370237])"
611,"array([3.76113274, 4.83956748])"
612,"array([4.89922794, 3.99122526])"
613,"array([4.87680484, 3.94183289])"
614,"array([3.34149014, 4.75467969])"
615,"array([4.5465048, 5.6038581])"
616,"array([4.58593532, 5.639045  ])"
617,"array([4.51060692, 5.64347396])"
618,"array([3.87231677, 4.40716253])"
619,"array([4.00893404, 4.36121225])"
620,"array([3.56108606, 4.55995807])"
621,"array([3.45189594, 4.89482159])"
622,"array([2.08068413, 4.00982956])"
623,"array([2.09982896, 3.96229598])"
624,"array([3.29173287, 4.99336561])"
625,"array([3.60045827, 4.6278885 ])"
626,"array([3.68896637, 4.39764215])"
627,"array([3.67012563, 4.40716574])"
628,"array([3.43876527, 4.13110643])"
629,"array([3.68606115, 4.73733522])"
630,"array([3.37498361, 4.29627148])"
631,"array([3.24451522, 4.28897983])"
632,"array([3.31598027, 4.74320125])"
633,"array([3.55863038, 4.73369474])"
634,"array([3.65244096, 4.20787369])"
635,"array([3.53136403, 4.52453233])"
636,"array([3.54281746, 4.75120781])"
637,"array([3.33686452, 4.36103896])"
638,"array([3.73535553, 4.26607771])"
639,"array([3.2717724 , 4.34983971])"
640,"array([3.72445539, 4.14630556])"
641,"array([3.78378784, 4.02071483])"
642,"array([3.51261842, 4.27579302])"
643,"array([2.40542002, 3.49767308])"
644,"array([2.37134556, 3.5341217 ])"
645,"array([3.51702402, 4.58536604])"
646,"array([3.32631222, 4.41642562])"
647,"array([3.70956139, 4.58109292])"
648,"array([3.38709075, 4.77354345])"
649,"array([3.73016632, 4.47660917])"
650,"array([3.62299452, 4.41045789])"
651,"array([3.47057841, 4.39194772])"
652,"array([3.79217553, 4.2512592 ])"
653,"array([3.35524405, 4.56481062])"
654,"array([3.92395342, 4.53857405])"
655,"array([3.13393615, 4.28176129])"
656,"array([3.90939282, 4.44751359])"
657,"array([4.06612621, 4.43748594])"
658,"array([3.15061834, 4.41024152])"
659,"array([3.36581985, 5.08355868])"
660,"array([3.24694738, 4.78082883])"
661,"array([3.71281512, 4.32107258])"
662,"array([3.12642278, 4.65102426])"
663,"array([3.37762477, 4.65336444])"
664,"array([3.6053283 , 4.65279962])"
665,"array([3.37373012, 4.12525238])"
666,"array([3.17496312, 4.37093801])"
667,"array([3.72832053, 4.5216369 ])"
668,"array([3.5962746 , 4.82329577])"
669,"array([3.78263076, 4.40800399])"
670,"array([2.97198827, 4.73742296])"
671,"array([2.89557324, 4.78533086])"
672,"array([3.32548757, 4.45808336])"
673,"array([3.23475648, 4.67027694])"
674,"array([3.1920852 , 4.61745461])"
675,"array([3.23010117, 4.60877263])"
676,"array([3.22878178, 4.57930754])"
677,"array([3.22012252, 4.51017122])"
678,"array([3.2567701 , 4.49378687])"
679,"array([3.29964962, 4.6644568 ])"
680,"array([3.27424521, 4.70260325])"
681,"array([3.1774861 , 4.53059574])"
682,"array([3.20225628, 4.54193285])"
683,"array([3.22605369, 4.53252126])"
684,"array([3.23785494, 4.6511301 ])"
685,"array([3.20431874, 4.57417985])"
686,"array([3.25519644, 4.61127057])"
687,"array([3.2155328 , 4.62467633])"
688,"array([3.21567841, 4.64770247])"
689,"array([3.1931573 , 4.64523931])"
