# source, target, direction, screens, assays, database, reference, exp_direct, exp_indirect, comment
1203,1686,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
1203,970,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
1203,267,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:1112;MI:0397,None,FBrf0235788 is part of FlyBi data
1203,1687,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
1203,1688,ad->db,"Screen_1,Screen_2,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
1203,976,ad->db,"Screen_1,Screen_2,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:1112;MI:0397,None,FBrf0235788 is part of FlyBi data
1203,208,ad->db,"Screen_2,","Cen X Cen,",None,None,None,None,None
1203,1689,ad->db,"Screen_2,","Cen X Cen,",None,None,None,None,None
1203,950,ad->db,"Screen_2,","Cen X Cen,",None,None,None,None,None
1207,819,ad->db,"Screen_2,","Cen X Cen,",None,None,None,None,None
1207,711,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1207,256,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1207,176,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1207,307,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1209,1183,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1213,825,both,"Screen_1,Screen_2,Screen_4,","Cen X 2u,Cen X Cen,",DroID;mentha;FlyBase;IntAct,FBrf0235788;22036573,MI:0397;MI:1112;MI:0018,MI:0007,FBrf0235788 is part of FlyBi data
1221,960,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1223,1456,ad->db,"Screen_2,","Cen X Cen,",None,None,None,None,None
1225,30,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
1225,1225,fbgn1=fbgn2,"Screen_1,Screen_2,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:1112;MI:0397,None,FBrf0235788 is part of FlyBi data
1225,1646,ad->db,"Screen_1,Screen_2,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
1233,30,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
1233,39,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
1233,1233,fbgn1=fbgn2,"Screen_1,Screen_4,","Cen X 2u,Cen X Cen,",DroID;BioGrid;mentha;FlyBase;DIP;IntAct,14605208;FBrf0235788,MI:0397;MI:1112;MI:0018,None,FBrf0235788 is part of FlyBi data
1237,2283,both,"Screen_1,Screen_2,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:1112;MI:0397,None,FBrf0235788 is part of FlyBi data
1238,1238,fbgn1=fbgn2,"Screen_1,","Cen X Cen,",None,None,None,None,None
1239,3,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
1239,617,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:1112;MI:0397,None,FBrf0235788 is part of FlyBi data
1239,1240,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
1239,1241,ad->db,"Screen_1,Screen_2,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
1239,522,ad->db,"Screen_1,Screen_2,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
1239,974,ad->db,"Screen_1,Screen_2,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
1241,627,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1241,734,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1242,259,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
1242,1243,ad->db,"Screen_1,","Cen X Cen,",DroID;BioGrid;mentha;FlyBase;DIP;IntAct,14605208;FBrf0235788,MI:1112;MI:0397;MI:0018,None,FBrf0235788 is part of FlyBi data
1244,141,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1244,1245,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1244,618,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1244,81,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
1244,263,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
1246,493,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1247,121,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1247,1248,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1247,265,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1247,447,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1247,13,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1249,1250,both,"Screen_3,","Cen X 2u,",None,None,None,None,None
1249,214,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1250,2294,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1250,1037,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1250,1251,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1250,81,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1250,90,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1250,2564,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1250,366,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1250,209,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
1250,269,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
1250,265,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1250,1095,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1250,864,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1251,30,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1251,1249,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1251,359,ad->db,"Screen_3,","Cen X 2u,",BioGrid;DroID;IntAct;mentha,14605208,MI:0018,None,None
1251,214,ad->db,"Screen_3,","Cen X 2u,",BioGrid;DroID;IntAct;mentha,14605208,MI:0018,None,None
1251,70,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
1251,1094,ad->db,"Screen_4,","Cen X 2u,",BioGrid;DIP;DroID;IntAct;mentha,14605208,MI:0018,None,None
1251,1252,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1251,321,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1252,141,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1253,77,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1254,626,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
1255,294,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1256,349,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1257,1258,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:1112;MI:0397,None,FBrf0235788 is part of FlyBi data
1258,1571,both,"Screen_1,Screen_2,Screen_3,Screen_4,","Cen X 2u,Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
1259,203,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1259,141,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1259,334,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1260,392,ad->db,"Screen_1,Screen_3,","Cen X 2u,Cen X Cen,",DroID;BioGrid;mentha;FlyBase;DIP;IntAct,14605208;FBrf0235788,MI:1112;MI:0397;MI:0018,None,FBrf0235788 is part of FlyBi data
1261,527,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:1112;MI:0397,None,FBrf0235788 is part of FlyBi data
1262,1263,ad->db,"Screen_1,","Cen X Cen,",DroID;BioGrid;mentha;FlyBase;DIP;IntAct,14605208;FBrf0235788,MI:0397;MI:1112;MI:0018,None,FBrf0235788 is part of FlyBi data
1264,300,ad->db,"Screen_3,","Cen X 2u,",BioGrid;DIP;DroID;IntAct;mentha,14605208;22036573,MI:0018,MI:0007,None
1265,132,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1265,53,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1265,1266,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1265,1267,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1265,972,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1265,974,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1265,1268,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1266,374,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
1267,1628,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1268,283,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1269,303,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1269,81,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1269,1270,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1269,136,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1270,1267,both,"Screen_1,Screen_2,Screen_3,","Cen X 2u,Cen X Cen,",DroID;FlyBase,FBrf0235788,MI:0018,None,FBrf0235788 is part of FlyBi data
1270,92,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
1271,828,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1271,502,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1271,895,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1271,490,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1271,235,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1271,908,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1271,104,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1271,109,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1271,602,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1272,1272,fbgn1=fbgn2,"Screen_3,","Cen X 2u,",BioGrid;DIP;DroID;IntAct;mentha,14605208,MI:0018,None,None
1273,1274,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1275,339,ad->db,"Screen_1,Screen_3,","Cen X 2u,Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
1276,33,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
1277,406,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1278,408,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1278,11,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1279,925,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1280,63,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1283,92,ad->db,"Screen_1,Screen_2,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:1112;MI:0397,None,FBrf0235788 is part of FlyBi data
1285,675,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1285,165,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1285,245,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1285,742,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1285,1129,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1285,839,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1285,925,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1285,1286,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1285,239,ad->db,"Screen_4,","Cen X 2u,",None,None,MI:0397;MI:0727,None,None
1287,1288,ad->db,"Screen_1,","Cen X Cen,",BioGrid;DIP;DroID;FlyBase;IntAct;mentha,25242320;14605208;22036573;FBrf0227292;FBrf0235788,MI:0397;MI:1112;MI:0018,MI:0007;MI:0004;MI:0943;MI:0046;MI:0082,FBrf0235788 is part of FlyBi data
1288,523,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:1112;MI:0397,None,FBrf0235788 is part of FlyBi data
1288,61,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
1288,2162,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
1288,30,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
1288,15,ad->db,"Screen_1,Screen_2,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:1112;MI:0397,None,FBrf0235788 is part of FlyBi data
1288,1288,fbgn1=fbgn2,"Screen_1,Screen_2,","Cen X Cen,",DroID;BioGrid;mentha;FlyBase;DIP;IntAct,14605208;FBrf0235788,MI:0397;MI:1112;MI:0018;MI:0727,None,FBrf0235788 is part of FlyBi data
1288,766,ad->db,"Screen_2,","Cen X Cen,",None,None,None,None,None
1288,2163,ad->db,"Screen_2,","Cen X Cen,",None,None,None,None,None
1289,540,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
1290,878,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1290,94,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1290,534,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1290,407,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1290,703,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1291,827,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1291,351,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1292,88,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1293,1294,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1294,345,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1295,40,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1295,193,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1295,654,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1295,465,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1295,110,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1295,756,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1295,590,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1295,840,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1295,493,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1295,488,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1295,908,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1295,466,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1295,241,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1295,51,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1295,656,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1295,268,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1295,242,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1295,317,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1295,253,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1295,657,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1295,167,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
1295,148,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
1295,149,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
1295,102,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
1295,895,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
1295,736,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1295,235,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1295,88,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1295,1549,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1295,246,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1299,591,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1299,736,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1299,183,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1299,111,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1299,612,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1299,490,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1299,214,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1299,786,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
1299,174,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
1299,168,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1299,782,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1299,148,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1299,100,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1299,750,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1299,476,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1299,244,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1299,792,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1299,109,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1299,742,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1299,499,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1299,156,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1299,88,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1299,758,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1299,2580,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1299,268,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1300,1129,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1300,2599,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1300,792,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1300,111,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1300,1114,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1300,157,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1300,492,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1300,168,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
1300,110,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
1300,779,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1300,739,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1300,1546,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1300,487,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1300,242,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1303,1100,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1303,1099,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1304,878,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1304,701,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1304,94,ad->db,"Screen_4,","Cen X 2u,",None,None,None,None,None
1305,171,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1305,85,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1305,172,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1305,102,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1305,591,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1305,242,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1306,1051,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1306,265,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1306,933,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1306,407,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1306,30,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1306,703,ad->db,"Screen_3,","Cen X 2u,",None,None,None,None,None
1306,698,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
1306,12,ad->db,"Screen_3,Screen_4,","Cen X 2u,",None,None,None,None,None
1307,634,ad->db,"Prediction,","Cen X Cen,",None,None,None,None,None
1307,121,ad->db,"Prediction,","Cen X Cen,",None,None,None,None,None
1307,362,ad->db,"Prediction,","Cen X Cen,",None,None,None,None,None
1307,259,ad->db,"Prediction,","Cen X Cen,",None,None,None,None,None
1307,1308,ad->db,"Prediction,","Cen X Cen,",None,None,None,None,None
1307,429,ad->db,"Prediction,","Cen X Cen,",None,None,None,None,None
1307,406,ad->db,"Prediction,","Cen X Cen,",None,None,None,None,None
1307,431,ad->db,"Prediction,","Cen X Cen,",None,None,None,None,None
1307,133,ad->db,"Prediction,","Cen X Cen,",None,None,None,None,None
1307,30,ad->db,"Prediction,","Cen X Cen,",None,None,None,None,None
1307,395,ad->db,"Prediction,","Cen X Cen,",None,None,None,None,None
1307,447,ad->db,"Prediction,","Cen X Cen,",None,None,None,None,None
1307,12,ad->db,"Prediction,","Cen X Cen,",None,None,None,None,None
1307,1309,ad->db,"Prediction,","Cen X Cen,",None,None,None,None,None
1307,351,ad->db,"Prediction,","Cen X Cen,",None,None,None,None,None
1307,352,ad->db,"Prediction,","Cen X Cen,",None,None,None,None,None
1307,639,ad->db,"Prediction,","Cen X Cen,",None,None,None,None,None
1307,424,ad->db,"Prediction,","Cen X Cen,",None,None,None,None,None
1307,52,ad->db,"Prediction,","Cen X Cen,",None,None,None,None,None
1307,322,ad->db,"Prediction,","Cen X Cen,",None,None,None,None,None
1307,378,ad->db,"Prediction,","Cen X Cen,",None,None,None,None,None
1307,902,ad->db,"Prediction,","Cen X Cen,",None,None,None,None,None
1307,421,ad->db,"Prediction,Screen_2,","Cen X Cen,",None,None,None,None,None
1307,10,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:1112;MI:0397,None,FBrf0235788 is part of FlyBi data
1307,11,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
1307,354,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
1307,128,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:1112;MI:0397,None,FBrf0235788 is part of FlyBi data
1307,54,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase,FBrf0235788,MI:0018,None,FBrf0235788 is part of FlyBi data
1307,405,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:1112;MI:0397,None,FBrf0235788 is part of FlyBi data
1307,136,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:1112;MI:0397,None,FBrf0235788 is part of FlyBi data
1307,129,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:1112;MI:0397,None,FBrf0235788 is part of FlyBi data
1307,1310,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:1112;MI:0397,None,FBrf0235788 is part of FlyBi data
1307,941,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
1307,68,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
1307,13,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
1307,75,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
1307,858,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:1112;MI:0397,None,FBrf0235788 is part of FlyBi data
1307,409,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:1112;MI:0397,None,FBrf0235788 is part of FlyBi data
1307,371,ad->db,"Screen_1,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
1307,438,ad->db,"Screen_1,Screen_2,","Cen X Cen,",DroID;FlyBase;IntAct;mentha,FBrf0235788,MI:0018;MI:0397;MI:1112,None,FBrf0235788 is part of FlyBi data
